pos,year,track_ID,artist_names,track_name,genres,danceability,energy,speechiness,acousticness,liveness,valence,tempo,duration_sec
316,2021,3nAp4IvdMPPWEH9uuXFFV5,Kelly Clarkson,Underneath the Tree,[pop],0.51,0.81,0.05,0,0.21,0.69,,229.64
317,2021,27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,[hip hop],0.66,0.41,0.03,0.21,0.13,0.47,93.01,161.384
318,2021,2dNhNlpZAtV4lwAFW45LIv,Nio Garcia  Flow La Movie,AM,[latin],0.83,0.52,0.33,0.4,0.09,0.62,171.96,182.496
319,2021,7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,[indie pop],0.86,0.46,0.04,0.22,0.35,0.87,102.93,122.772
320,2021,4cG7HUWYHBV6R6tHn1gxrl,Riton  Nightcrawlers  Mufasa & Hypeman  Dopamine,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,[Dance/Electronic],0.82,0.86,0.13,0.01,0.3,0.8,122.98,169.153
321,2021,20on25jryn53hWghthWWW3,ACRAZE  Cherish,Do It To It,[Dance/Electronic],0.85,0.81,0.09,0.02,0.07,0.64,124.93,157.89
322,2021,11pEKMLmavDu8fxOB5QjbQ,Drake,Pipe Down,[hip hop],0.52,0.69,0.11,0.13,0.18,0.59,77.84,205.721
323,2021,5vGLcdRuSbUhD8ScwsGSdA,CJ,Whoopty,[hip hop],0.72,0.65,0.13,0.2,0.13,0.66,140.2,123.262
324,2021,1M4OcYkxAtu3ErzSgDEfoi,Cardi B,Up,[pop],0.87,0.8,0.27,0,0.05,0.82,166,156.944
325,2021,7xapw9Oy21WpfEcib2ErSA,Justin Bieber,Mistletoe,[pop],0.66,0.56,0.05,0.5,0.08,0.85,161.99,182.946
326,2021,3CeCwYWvdfXbZLXFhBrbnf,Taylor Swift,Love Story (Taylor’s Version),[pop],0.63,0.79,0.03,0.14,0.1,0.42,119.08,235.766
327,2021,03LfOYi0icz4souspZVVhq,Bizarrap  Nicky Jam,Nicky Jam: Bzrp Music Sessions  Vol. 41,[latin],0.63,0.85,0.15,0.09,0.15,0.82,89.91,158.086
328,2021,7uQZVznj0uQOGC9KhV2Mg6,LISA,LALISA,[k-pop],0.81,0.65,0.09,0.03,0.11,0.85,150.06,200.689
329,2021,7hxHWCCAIIxFLCzvDgnQHX,Internet Money  Gunna  Don Toliver  NAV,Lemonade (feat. Gunna  Don Toliver & NAV),[hip hop],0.8,0.66,0.08,0.25,0.11,0.46,140.04,195.428
330,2021,2pn8dNVSpYnAtlKFC8Q0DJ,ROSÉ,On The Ground,[k-pop],0.31,0.61,0.11,0.02,0.13,0.29,188.7,168.085
331,2021,7fUYUcWy853HS8YJn0b3Sr,The Ronettes,Sleigh Ride,[pop],0.53,0.77,0.03,0.4,0.32,0.85,91.75,181.266
332,2021,6uvMKqNlrSvcC4NaKnrwjZ,Tion Wayne  Russ Millions  ArrDee  E1 (3x3)  ZT (3x3)  Bugzy Malone  Buni  Fivio Foreign  Darkoo,Body (Remix) [feat. ArrDee  E1 (3x3)  ZT (3x3)  Bugzy Malone  Buni  Fivio Foreign & Darkoo],[hip hop],0.88,0.67,0.36,0.21,0.07,0.73,141.02,278.085
333,2021,60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,[pop],0.75,0.46,0.08,0.21,0.34,0.19,90.04,226.986
334,2021,42m3eP1JJhtzffal9B136J,Drake,7am On Bridle Path,[hip hop],0.72,0.53,0.3,0.23,0.11,0.14,89.9,239.635
335,2021,27qAMKrDdKEs8HDXcvR24R,Chris Rea,Driving Home for Christmas - 2019 Remaster,[rock],0.51,0.58,0.04,0.36,0.18,0.87,180.18,241.626
336,2021,0aoUM0zcu0kCX7Cv7O939I,Ed Sheeran  Elton John,Merry Christmas,[pop],0.59,0.94,0.04,0.24,0.1,0.6,113.99,208.546
337,2021,2XIc1pqjXV3Cr2BQUGNBck,Bad Bunny  ROSALÍA,LA NOCHE DE ANOCHE,[latin],0.86,0.62,0.29,0.03,0.09,0.39,81.99,203.2
338,2021,1v1oIWf2Xgh54kIWuKsDf6,AURORA,Runaway,[pop],0.42,0.3,0.04,0.63,0.1,0.12,114.09,248.826
339,2021,5dXWFMwD7I7zXsInONVl0H,SZA,I Hate U,[R&B],0.54,0.39,0.16,0.51,0.11,0.41,106.7,174
340,2021,09u787BYeYIGd2mFIJ505t,Adele,Cry Your Heart Out,[pop],0.76,0.71,0.1,0.52,0.25,0.59,125.06,255.278
341,2021,0G2zPzWqVjR68iNPmx2TBe,Mora  Bad Bunny  Sech,Volando - Remix,[latin],0.66,0.69,0.07,0.21,0.11,0.63,153.98,273.474
342,2021,4FRW5Nza1Ym91BGV4nFWXI,Drake  Rick Ross,Lemon Pepper Freestyle (feat. Rick Ross),[hip hop],0.77,0.64,0.35,0.1,0.17,0.43,94.97,383.036
343,2021,7qM1BWAsZMTYh4BcYLb0uQ,Juice WRLD,Already Dead,[hip hop],0.74,0.5,0.06,0.02,0.11,0.12,83.5,231.01
344,2021,2BITQ360Knh6qNAOqR7Dyq,Trippie Redd  Playboi Carti,Miss The Rage (feat. Playboi Carti),[hip hop],0.58,0.86,0.12,0.01,0.85,0.37,77.01,236.883
345,2021,5B0kgjHULYJhAQkK5XsMoC,Tyler  The Creator  YoungBoy Never Broke Again  Ty Dolla $ign,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),[hip hop],0.49,0.65,0.05,0.27,0.51,0.85,142.35,121.572
346,2021,4kKdvXD0ez7jp1296JmAts,Frank Sinatra  B. Swanson Quartet,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),[pop],0.65,0.26,0.06,0.9,0.36,0.84,142.17,155.453
347,2021,10ImcQk9tihY1EKMDIbvXJ,Adele,To Be Loved,[pop],0.36,0.18,0.04,0.84,0.23,0.29,170.43,403.961
348,2021,2Q3jFbyE61mCjS3SkW4toJ,Drake,Race My Mind,[hip hop],0.49,0.64,0.26,0.18,0.16,0.78,174.07,269.883
349,2021,7F9cT6hIRhnFCYP6GKS0tf,Drake  Kid Cudi,IMY2 (with Kid Cudi),[hip hop],0.59,0.49,0.04,0.4,0.13,0.05,150.03,252.378
350,2021,2uFaJJtFpPDc5Pa95XzTvg,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,[pop],0.45,0.24,0.04,0.91,0.18,0.7,134.01,117.146
351,2021,27RYrbL6S02LNVhDWVl38b,John Lennon  Yoko Ono,Happy Xmas (War Is Over) - Remastered 2010,[rock],0.32,0.64,0.03,0.28,0.72,0.41,146.17,214.333
352,2021,54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,[pop],0.89,0.34,0.07,0.22,0.06,0.72,94.01,174.321
353,2021,6tjituizSxwSmBB5vtgHZE,Michael Bublé,Holly Jolly Christmas,[pop],0.65,0.47,0.04,0.87,0.09,0.7,151.25,119.786
354,2021,4so0Wek9Ig1p6CRCHuINwW,Bing Crosby  Ken Darby Singers  John Scott Trotter & His Orchestra,White Christmas,[pop],0.32,0.16,0.04,0.67,0.34,0.25,130.5,177.48
355,2021,3VvA1wSxukMLsvXoXtlwWx,Boza,Hecha Pa Mi,[latin],0.73,0.76,0.06,0.36,0.1,0.83,100.07,186.133
356,2021,2gbMPBrBVj3CuNTLp2dHYs,Kanye West,Off The Grid,[hip hop],0.55,0.64,0.37,0.04,0.14,0.63,137.73,339.249
357,2021,2CYVETnhM9aytqrazYYwrK,Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),[pop],0.66,0.82,0.05,0.16,0.07,0.71,135.94,277.591
358,2021,5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Aint Shit,[pop],0.86,0.49,0.21,0.51,0.35,0.62,124.1,174.253
359,2021,08XWh5c0BMyD1nKVxxl91z,Drake  Tems,Fountains (with Tems),[hip hop],0.84,0.49,0.2,0.18,0.11,0.69,100.05,192.417
360,2021,3KdoeNlEN0BoAKWzaRLNZa,Lorde,Solar Power,[indie pop],0.74,0.47,0.1,0.27,0.32,0.9,87.97,192.621
361,2021,1q0PYXTbDsirp2l74ng6pn,J Balvin  Skrillex,In Da Getto,[latin],0.92,0.72,0.05,0.02,0.11,0.64,127,130.666
362,2021,1d7q712nXjG98HiwHk7HFS,J. Cole,a p p l y i n g . p r e s s u r e,[hip hop],0.7,0.76,0.31,0.08,0.31,0.4,83.09,177.337
363,2021,6KgtcmCF9Ky68XC7ezxl3s,Lizzo  Cardi B,Rumors (feat. Cardi B),[pop],0.83,0.73,0.09,0.13,0.42,0.61,118.99,172.832
364,2021,6AtZLIzUINvExIUy4QhdjP,Taylor Swift,I Knew You Were Trouble (Taylors Version),[pop],0.58,0.56,0.03,0.01,0.06,0.77,154.01,219.76
365,2021,6Xgq7MvZiet0hVi3KaDSgJ,Justin Bieber  Chance the Rapper,Holy (feat. Chance The Rapper),[pop],0.67,0.69,0.35,0.2,0.09,0.39,87.02,212.093
366,2021,0psS4i5YooJrXfDnGvWRLi,Billie Eilish  ROSALÍA,Lo Vas A Olvidar (with ROSALÍA),[pop],0.34,0.24,0.08,0.72,0.07,0.03,135.15,203.464
367,2021,2gQPv5jvVPqU2a9HhMNO1v,BoyWithUke,Toxic,[hip hop],0.59,0.61,0.36,0.84,0.46,0.69,179.63,168.02
368,2021,1PDP7mLiAMwhfmgIwzhOm2,Drake  Yebba,Yebba’s Heartbreak,[hip hop],0.48,0.16,0.04,0.97,0.11,0.09,119.61,133.762
369,2021,09gysnJpfQ3ublBmJDfcEC,Amaarae  Kali Uchis  Moliy,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),[R&B],0.87,0.52,0.06,0.43,0.11,0.32,110.02,204.763
370,2021,0D75ciM842cdUMKSMfAR9y,Selena Gomez  Rauw Alejandro,Baila Conmigo (with Rauw Alejandro),[pop],0.82,0.55,0.07,0.02,0.1,0.68,149.91,186.087
371,2021,50ceCGZ3oD3U5caQV5bP6f,Drake  Lil Wayne  Rick Ross,You Only Live Twice (with Lil Wayne & Rick Ross),[hip hop],0.52,0.85,0.29,0.12,0.18,0.71,123.82,213.103
372,2021,0GAyuCo975IHGxxiLKDufB,J. Cole  Bas  6LACK,l e t . g o . m y . h a n d (with Bas & 6LACK),[hip hop],0.58,0.63,0.28,0.51,0.2,0.52,89.81,266.291
373,2021,3jjBPF4NDMCU51psU8JPpR,Ariana Grande  Doja Cat  Megan Thee Stallion,34+35 Remix (feat. Doja Cat  Megan Thee Stallion) - Remix,[pop],0.88,0.66,0.3,0.21,0.23,0.73,109.99,182.437
374,2021,1SV1fxF65n9NhRHp3KlBuu,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,[rock],0.77,0.51,0.03,0.32,0.07,0.77,94.74,227.653
375,2021,4n6NDfYake476trCjJRNl0,J. Cole  Bas,1 0 0 . m i l ‘ (with Bas),[hip hop],0.71,0.65,0.08,0.33,0.31,0.23,125.09,163.302
376,2021,1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,[hip hop],0.71,0.55,0.35,0.65,0.13,0.54,84,160
377,2021,5YYW3yRktprLRr47WK219Y,Rochy RD  Myke Towers  Nicki Nicole,Ella No Es Tuya - Remix,[latin],0.59,0.61,0.29,0.39,0.65,0.96,97.04,218.106
378,2021,45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,[pop],0.67,0.37,0.05,0.79,0.09,0.08,124.15,169.265
379,2021,01K4zKU104LyJ8gMb7227B,Taylor Swift  Phoebe Bridgers,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),[pop],0.61,0.38,0.03,0.82,0.15,0.45,101.96,258.812
380,2021,496vIKS2INz840xZaKncvR,Adele,All Night Parking (with Erroll Garner) Interlude,[pop],0.73,0.5,0.17,0.67,0.19,0.31,127.99,161.829
381,2021,1HbA4N1MiOsPthALesGFR1,Shawn Mendes  Justin Bieber,Monster (Shawn Mendes & Justin Bieber),[pop],0.64,0.39,0.06,0.06,0.08,0.5,145.84,178.994
382,2021,2c6xRsQBv7pynuhYhWoHxo,Adele,Woman Like Me,[pop],0.59,0.37,0.17,0.75,0.13,0.33,145.6,300.247
383,2021,1Ov37jtRQ2YNAe8HzfczkL,Taylor Swift,Wildest Dreams (Taylors Version),[pop],0.58,0.67,0.06,0.04,0.13,0.5,140.06,220.433
384,2021,3yII7UwgLF6K5zW3xad3MP,Taylor Swift,22 (Taylors Version),[pop],0.64,0.7,0.03,0,0.08,0.64,103.98,230.96
385,2021,6lzc0Al0zfZOIFsFvBS1ki,Taylor Swift,State Of Grace (Taylors Version),[pop],0.59,0.71,0.05,0,0.11,0.33,129.96,295.413
386,2021,6dmXZ9B5HdFAyzHeTneYBK,ROSALÍA  The Weeknd,LA FAMA,[R&B],0.77,0.3,0.05,0.95,0.13,0.82,136.01,188.102
387,2021,1diS6nkxMQc3wwC4G1j0bh,Dua Lipa,Were Good,[pop],0.72,0.59,0.05,0.03,0.18,0.59,134.01,165.506
388,2021,7DF8lvLdV3htIbuTWpc7lR,Juice WRLD  SUGA  BTS,Girl Of My Dreams (with SUGA of BTS),[hip hop],0.6,0.77,0.06,0.19,0.13,0.33,139.99,226.149
389,2021,07MDkzWARZaLEdKxo6yArG,THE ANXIETY  WILLOW  Tyler Cole,Meet Me At Our Spot,[indie pop],0.77,0.47,0.03,0.02,0.09,0.4,95,162.68
390,2021,4IQkfUsrwXol38VV3U7t7T,Taylor Swift  Ed Sheeran,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),[pop],0.61,0.49,0.03,0.82,0.31,0.44,125.04,240.226
391,2021,2TE4xW3ImvpltVU0cPcKUn,Shakin Stevens,Merry Christmas Everyone,[pop],0.53,0.9,0.04,0.13,0.13,0.96,202.9,220.16
392,2021,6sBWmE23q6xQHlnEZ8jYPT,Elton John,Step Into Christmas,[rock],0.53,0.93,0.04,0.1,0.31,0.82,140.31,272.393
393,2021,71R8HJxQk5qMiRstrlXN9t,Rauw Alejandro  Mr. Naisgai,2/Catorce,[latin],0.54,0.46,0.22,0.68,0.12,0.43,83.88,212.031
394,2021,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,[pop],0.55,0.82,0.05,0.12,0.34,0.56,95.39,174
395,2021,4bF2y8rR7GUjrd5LNEvej3,Ingratax,París,[latin],0.57,0.46,0.1,0.44,0.07,0.4,167.93,151.428
396,2021,0E4Y1XIbs8GrAT1YqVy6dq,Ed Sheeran,Afterglow,[pop],0.64,0.32,0.03,0.7,0.33,0.27,110.18,185.486
397,2021,3QFInJAm9eyaho5vBzxInN,Baby Keem  Kendrick Lamar,family ties (with Kendrick Lamar),[hip hop],0.71,0.61,0.33,0.01,0.23,0.14,134.09,252.262
398,2021,57ZUX6TNyKLBydAdVVd02x,J. Cole,p u n c h i n ‘ . t h e . c l o c k,[hip hop],0.77,0.74,0.38,0.2,0.17,0.69,94.1,112.578
399,2021,0247StOpd3AkeBQzANX4Zf,Band Aid,Do They Know Its Christmas? - 1984 Version,[pop],0.6,0.64,0.04,0.16,0.1,0.35,115.41,222.533
400,2021,1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,[indie pop],0.67,0.67,0.04,0.15,0.3,0.49,121.96,237.72
401,2020,3Wrjm47oTz2sjIgck11l5e,Maneskin,Beggin,[rock],0.71,0.8,0.05,0.13,0.36,0.59,134,211.56
402,2020,5HCyWlXZPP0y6Gqq8TgA20,The Kid LAROI,STAY (with Justin Bieber),[pop],0.59,0.76,0.05,0.04,0.1,0.48,169.93,141.805
403,2020,4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,[pop],0.56,0.66,0.15,0.34,0.08,0.69,166.93,178.146
404,2020,6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,[pop],0.81,0.9,0.03,0.05,0.36,0.59,126.03,231.041
405,2020,27NovPIUIRrOZoCHxABJwK,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),[hip hop],0.74,0.7,0.06,0.02,0.05,0.89,150,212
406,2020,67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),[hip hop],0.61,0.51,0.15,0.3,0.38,0.76,178.82,137.875
407,2020,748mdHapucXQri7IAO8yFK,Doja Cat,Kiss Me More (feat. SZA),[pop],0.76,0.7,0.03,0.24,0.12,0.74,110.97,208.866
408,2020,4umIPjkehX1r7uhmGvXiSV,Justin Bieber  Quavo,Intentions,[pop],0.81,0.55,0.06,0.3,0.1,0.87,147.99,212.866
409,2020,4fSIb4hdOQ151TILNsSEaF,Rauw Alejandro,Todo De Ti,[pop],0.78,0.72,0.05,0.31,0.09,0.34,127.95,199.604
410,2020,2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,[latin],0.64,0.65,0.12,0.28,0.14,0.44,179.95,206.71
411,2020,4pt5fDVTg5GhEvEtlz9dKk,Maneskin,I WANNA BE YOUR SLAVE,[rock],0.75,0.61,0.04,0,0.18,0.96,132.51,173.346
412,2020,463CkQjx2Zk1yXoBuierM9,Dua Lipa,Levitating (feat. DaBaby),[pop],0.7,0.83,0.06,0.01,0.07,0.92,102.98,203.064
413,2020,0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,[pop],0.34,0.63,0.04,0.16,0.07,0.35,150.27,241.106
414,2020,6hf0RpxTbOprT5nnwzkk8e,J Balvin  Maria Becerra,Que Mas Pues?,[latin],0.89,0.82,0.11,0.03,0.17,0.77,101.97,217.773
415,2020,0LThjFY2iTtNdd4wviwVV2,BTS,Permission to Dance,[k-pop],0.7,0.74,0.04,0.01,0.34,0.65,124.93,187.585
416,2020,2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,[pop],0.74,0.48,0.03,0.19,0.36,0.95,107.68,262.96
417,2020,4iJyoBOLtHqaGxP12qzhQI,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),[ pop],0.68,0.7,0.12,0.32,0.42,0.46,90.03,198.081
418,2020,2bgTY4UwhfBYhGT4HUYStN,BTS,Butter,[k-pop],0.76,0.46,0.09,0,0.09,0.7,110,164.441
419,2020,5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,[pop],0.38,0.34,0.03,0.69,0.12,0.08,100.61,229.226
420,2020,6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,[pop],0.44,0.61,0.11,0.58,0.37,0.18,180.92,215.506
421,2020,37BZB0z9T8Xu7U3e65qxFy,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),[R&B],0.65,0.83,0.03,0.02,0.09,0.59,118.09,191.013
422,2020,05bfbizlM5AX6Mf1RRyMho,Nio Garcia  J Balvin  Bad Bunny,AM Remix,[latin],0.74,0.66,0.16,0.11,0.08,0.79,172.03,261.334
423,2020,3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need To Know,[ pop],0.66,0.61,0.07,0.3,0.09,0.19,130.04,210.56
424,2020,0lizgQ7Qw35od7CYaoMBZb,Ariana Grande,Santa Tell Me,[pop],0.53,0.62,0.12,0.05,0.29,0.59,191.9,204.093
425,2020,2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin Around The Christmas Tree,[rock],0.59,0.47,0.05,0.61,0.51,0.9,67.2,126.266
426,2020,0G2zPzWqVjR68iNPmx2TBe,Mora  Bad Bunny  Sech,Volando - Remix,[latin],0.66,0.69,0.07,0.21,0.11,0.63,153.98,273.474
427,2020,7vQbuQcyTflfCIOu3Uzzya,Bobby Helms,Jingle Bell Rock,[pop],0.75,0.42,0.04,0.64,0.07,0.81,119.71,130.973
428,2020,73YUReisjb3A9ActdLLjJQ,Taylor Swift,happiness,[pop],0.56,0.33,0.04,0.87,0.11,0.21,122.08,315.146
429,2020,5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Aint Shit,[pop],0.86,0.49,0.21,0.51,0.35,0.62,124.1,174.253
430,2020,1d7q712nXjG98HiwHk7HFS,J. Cole,a p p l y i n g . p r e s s u r e,[hip hop],0.7,0.76,0.31,0.08,0.31,0.4,83.09,177.337
431,2020,5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,[pop],0.56,0.43,0.06,0.77,0.11,0.14,143.88,242.013
432,2020,5a1iz510sv2W9Dt1MvFd5R,Michael Buble,Its Beginning to Look a Lot like Christmas,[pop],0.34,0.21,0.04,0.91,0.34,0.36,94.78,206.639
433,2020,4n6NDfYake476trCjJRNl0,J. Cole,1 0 0 . m i l  (with Bas),[hip hop],0.71,0.65,0.08,0.33,0.31,0.23,125.09,163.302
434,2020,0XkmeG97T4mtYlWRJcrxec,StaySolidRocky  Lil Uzi Vert,Party Girl (Remix),[hip hop],0.75,0.38,0.2,0.53,0.18,0.59,130,147.672
435,2020,3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,[ indie pop],0.76,0.53,0.09,0.44,0.09,0.53,80.87,238.805
436,2020,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,[R&B],0.51,0.73,0.06,0,0.09,0.33,171.01,200.04
437,2020,2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,[pop],0.4,0.44,0.13,0.77,0.08,0.34,168.92,175.933
438,2020,5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,[latin],0.76,0.77,0.03,0.01,0.13,0.44,130,287.12
439,2020,5hslUAKq9I9CG2bAulFkHN,Andy Williams,Its the Most Wonderful Time of the Year,[pop],0.24,0.6,0.04,0.77,0.12,0.78,201.63,151.933
440,2020,19CSr8rwW05VJL2F91KFNK,Taylor Swift,ivy,[pop],0.52,0.55,0.04,0.86,0.09,0.54,888.56,260.44
441,2020,670fUmXf4KQekzbEgaXyPA,Taylor Swift,dorothea,[pop],0.61,0.49,0.03,0.7,0.13,0.35,119.97,225.88
442,2020,3k7ne7VmH43ZPWxPdvPUgR,Taylor Swift,coney island (feat. The National),[pop],0.54,0.54,0.06,0.82,0.14,0.29,107.9,275.32
443,2020,40uMIn2zJLAQhNXghRjBed,Post Malone,Motley Crew,[hip hop],0.8,0.63,0.08,0.09,0.1,0.29,129.92,184.213
444,2020,4cG7HUWYHBV6R6tHn1gxrl,Riton  Nightcrawlers,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,[Dance/Electronic],0.82,0.86,0.13,0.01,0.3,0.8,122.98,169.153
445,2020,3Ofmpyhv5UAQ70mENzB277,Masked Wolf,Astronaut In The Ocean,[hip hop],0.78,0.7,0.09,0.18,0.15,0.47,150,132.78
446,2020,57ZUX6TNyKLBydAdVVd02x,J. Cole,p u n c h i n  . t h e . c l o c k,[hip hop],0.77,0.74,0.38,0.2,0.17,0.69,94.1,112.578
447,2020,7MAibcTli4IisCtbHKrGMh,Bruno Mars  Anderson .Paak  Silk Sonic,Leave The Door Open,[pop],0.59,0.62,0.03,0.18,0.09,0.72,148.09,242.096
448,2020,3O5osWf1rSoKMwe6E9ZaXP,Taylor Swift,evermore (feat. Bon Iver),[pop],0.39,0.27,0.03,0.94,0.11,0.32,125.18,304.106
449,2020,2o2sgVJIgFXk8GQjWTgI6U,Taylor Swift,long story short,[pop],0.55,0.73,0.04,0.66,0.1,0.57,157.9,215.92
450,2020,1058fW9H3fZA6QjYCdOBad,Camila Cabello,Dont Go Yet,[pop],0.67,0.8,0.1,0.05,0.04,0.61,110.11,164.842
451,2020,0tjZv2hChdHZCW1zFXpy1J,Bad Bunny,HOY COBRE,[latin],0.86,0.73,0.25,0.05,0.1,0.38,145,162.151
452,2020,5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,[pop],0.37,0.27,0.04,0.87,0.15,0.22,172.93,152.666
453,2020,1XjHRolIXL2M1EEOUsGGR4,Taylor Swift,cowboy like me,[pop],0.6,0.52,0.03,0.77,0.12,0.51,127.97,275.04
454,2020,0Lsis3LB0XAK6XlTHXaJk2,Bad Bunny,MALDITA POBREZA,[latin],0.76,0.86,0.07,0.14,0.1,0.59,133.04,213.609
455,2020,5lLNBIyjp72btcnrjBG751,J. Cole,t h e . c l i m b . b a c k,[hip hop],0.62,0.63,0.35,0.05,0.35,0.32,81.45,306.257
456,2020,2rCbl9naJYhaxjLsfx88uM,Sebastian Yatra  Myke Towers,Pareja Del Ano,[latin],0.72,0.62,0.05,0.16,0.09,0.81,80.02,195.053
457,2020,36DHxTW2xdr9GG15T9oK9L,Bad Bunny,EL MUNDO ES MÃO,[latin],0.72,0.52,0.06,0.17,0.11,0.22,76.99,165.199
458,2020,3YZE5qDV7u1ZD1gZc47ZeR,Kelly Clarkson,Underneath the Tree,[pop],0.51,0.81,0.05,0,0.21,0.69,159.88,229.64
459,2020,12ntTeqEeTg7GAVpe8Mhpl,Taylor Swift,marjorie,[pop],0.54,0.56,0.05,0.88,0.12,0.29,96.1,257.773
460,2020,5raTDhlbxFDnpn89bxArdH,Lil Uzi Vert,That Way,[hip hop],0.72,0.61,0.04,0.06,0.16,0.49,129.96,212.354
461,2020,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,[pop],0.55,0.82,0.05,0.12,0.34,0.56,95.39,174
462,2020,29t9XYOV65fFXiVzFFJgHH,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),[pop],0.67,0.64,0.13,0.09,0.09,0.39,119.82,216
463,2020,0BiK5BbYNFLb88CCOxBFJe,Tyler  The Creator,LUMBERJACK,[hip hop],0.39,0.76,0.56,0.12,0.53,0.43,170.69,138.312
464,2020,43PGPuHIlVOc04jrZVh9L6,Polo G,RAPSTAR,[hip hop],0.79,0.54,0.24,0.41,0.13,0.44,81.04,165.925
465,2020,0oPdaY4dXtc3ZsaG17V972,Jose Feliciano,Feliz Navidad,[latin],0.51,0.83,0.04,0.55,0.34,0.96,148.84,182.066
466,2020,5BwQjRasNcdRPuVWKcHto2,J. Cole,h u n g e r . o n . h i l l s i d e (with Bas),[hip hop],0.56,0.7,0.07,0.13,0.21,0.29,94.98,238.971
467,2020,0k4d5YPDr1r7FX77VdqWez,Doja Cat  The Weeknd,You Right,[pop],0.83,0.62,0.06,0.02,0.08,0.44,128.99,186.173
468,2020,27RSJHEA99Y0Vsow7nA37A,Sech  Jhay Cortez,911 - Remix,[latin],0.82,0.71,0.04,0.17,0.29,0.78,93.02,208.631
469,2020,4MzXwWMhyBbmu6hOcLVD49,Bad Bunny  Jhay Cortez,DÃKITI,[latin],0.73,0.57,0.05,0.4,0.11,0.15,109.93,205.09
470,2020,0cOa970mzTWAxKtltpkpLc,TINI  Maria Becerra,Mienteme,[latin],0.85,0.54,0.07,0.16,0.29,0.92,92,165.275
471,2020,5fbHRCsGpFIOLRtlhCRFDR,Tyler  The Creator,LEMONHEAD (feat. 42 Dugg),[hip hop],0.62,0.59,0.21,0.16,0.54,0.49,137.13,130.979
472,2020,02kDW379Yfd5PzW5A6vuGt,Internet Money  Gunna  Don Toliver  NAV,Lemonade,[hip hop],0.8,0.66,0.08,0.26,0.11,0.47,140.04,195.428
473,2020,7kjEqI6eZ7YlFrGhxixnlN,Bad Bunny,ANTES QUE SE ACABE,[latin],0.69,0.55,0.06,0.51,0.32,0.47,139.99,221.186
474,2020,0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,jealousy  jealousy,[pop],0.7,0.58,0.12,0.2,0.06,0.7,163.93,173.16
475,2020,1WedZeiezCmCEOzLwhx0hV,J Balvin  KAROL G  Nicky Jam  Crissin  Totoy El Frio  Natan & Shander,Poblado - Remix,[latin],0.81,0.81,0.08,0.1,0.38,0.65,93.01,393.28
